@T,table
Created,2019-01-10 16:50
Author,HortonMachine library
@H,timestamp,value_8
ID,,8
Type,Date,Double
Format,yyyy-MM-dd HH:mm,
,2014-04-18 00:00,530.3591120518452
,2014-04-18 01:00,530.3388327678447
,2014-04-18 02:00,530.3191250900436
,2014-04-18 03:00,530.2999590064002
,2014-04-18 04:00,530.2813394976939
,2014-04-18 05:00,530.2632412012218
,2014-04-18 06:00,530.245655551736
,2014-04-18 07:00,530.2285499083522
,2014-04-18 08:00,530.2119027561123
,2014-04-18 09:00,530.1956947472319
,2014-04-18 10:00,530.179916375796
,2014-04-18 11:00,530.1645713991367
,2014-04-18 12:00,530.1496949729229
,2014-04-18 13:00,530.1352724040534
,2014-04-18 14:00,530.1212760124891
,2014-04-18 15:00,530.1076836052322
,2014-04-18 16:00,530.0944647884686
,2014-04-18 17:00,530.081588643653
,2014-04-18 18:00,530.0690408506467
,2014-04-18 19:00,530.0568008081983
,2014-04-18 20:00,530.0448541666497
,2014-04-18 21:00,530.0331911434387
,2014-04-18 22:00,530.0218041396433
,2014-04-18 23:00,530.0106852816016
,2014-04-19 00:00,529.9998272357094
,2014-04-19 01:00,529.9892229615112
,2014-04-19 02:00,529.9788656221235
,2014-04-19 03:00,529.9687485613233
,2014-04-19 04:00,529.9588652970768
,2014-04-19 05:00,529.9492095188485
,2014-04-19 06:00,529.9397812264812
,2014-04-19 07:00,529.9305712523932
,2014-04-19 08:00,529.9215716031518
,2014-04-19 09:00,529.9127764235741
,2014-04-19 10:00,529.9041792476592
,2014-04-19 11:00,529.895775163342
,2014-04-19 12:00,529.8875583166424
,2014-04-19 13:00,529.8795234657638
,2014-04-19 14:00,529.8716656828294
,2014-04-19 15:00,529.8639802297591
,2014-04-19 16:00,529.8564625256715
,2014-04-19 17:00,529.8491081359952
,2014-04-19 18:00,529.8419127622218
,2014-04-19 19:00,529.8348722332715
,2014-04-19 20:00,529.8279825003309
,2014-04-19 21:00,529.8212396329372
,2014-04-19 22:00,529.8146398154817
,2014-04-19 23:00,529.808179343876
,2014-04-20 00:00,529.8018546223102
,2014-04-20 01:00,529.7956621600779
,2014-04-20 02:00,529.7895985684675
,2014-04-20 03:00,529.7836605577187
,2014-04-20 04:00,529.7778449340473
,2014-04-20 05:00,529.772148596738
,2014-04-20 06:00,529.7665685344616
,2014-04-20 07:00,529.7611018153024
,2014-04-20 08:00,529.7557455827799
,2014-04-20 09:00,529.7504970546123
,2014-04-20 10:00,529.7453535223269
,2014-04-20 11:00,529.7403123519879
,2014-04-20 12:00,529.7353709854577
,2014-04-20 13:00,529.7305269402722
,2014-04-20 14:00,529.7257778096886
,2014-04-20 15:00,529.7211212621125
,2014-04-20 16:00,529.7165550399812
,2014-04-20 17:00,529.7120769579856
,2014-04-20 18:00,529.7076848975089
,2014-04-20 19:00,529.7033768012839
,2014-04-20 20:00,529.6991506703384
,2014-04-20 21:00,529.6950045618128
,2014-04-20 22:00,529.6909375795123
,2014-04-20 23:00,529.686948695448
,2014-04-21 00:00,529.683034932075
,2014-04-21 01:00,529.6791940462335
,2014-04-21 02:00,529.6754274318228
,2014-04-21 03:00,529.6717556536771
,2014-04-21 04:00,529.6681692578189
,2014-04-21 05:00,529.6646595772412
,2014-04-21 06:00,529.661216824904
,2014-04-21 07:00,529.6578369168225
,2014-04-21 08:00,529.6545197998181
,2014-04-21 09:00,529.6512616304888
,2014-04-21 10:00,529.6480600718239
,2014-04-21 11:00,529.6449135402853
,2014-04-21 12:00,529.6418207284186
,2014-04-21 13:00,529.6387804424634
,2014-04-21 14:00,529.6357915478767
,2014-04-21 15:00,529.6328529513601
,2014-04-21 16:00,529.6299635944822
,2014-04-21 17:00,529.6271224510426
,2014-04-21 18:00,529.62432852333
,2014-04-21 19:00,529.6215808387878
,2014-04-21 20:00,529.6188784484567
,2014-04-21 21:00,529.6162204260709
,2014-04-21 22:00,529.6136058673737
,2014-04-21 23:00,529.6110338895144
,2014-04-22 00:00,529.6085036304798
,2014-04-22 01:00,529.6060142485484
,2014-04-22 02:00,529.6035649217602
,2014-04-22 03:00,529.6011555583768
,2014-04-22 04:00,529.5987848856009
,2014-04-22 05:00,529.5964525487344
,2014-04-22 06:00,529.5941579233174
,2014-04-22 07:00,529.591899735347
,2014-04-22 08:00,529.5896780856
,2014-04-22 09:00,529.587491512159
,2014-04-22 10:00,529.5853390128685
,2014-04-22 11:00,529.5832198050165
,2014-04-22 12:00,529.5811331909827
,2014-04-22 13:00,529.5790785130243
,2014-04-22 14:00,529.5770551384618
,2014-04-22 15:00,529.5750624548587
,2014-04-22 16:00,529.5730998683008
,2014-04-22 17:00,529.5711668025561
,2014-04-22 18:00,529.5692626968721
,2014-04-22 19:00,529.5673877416549
,2014-04-22 20:00,529.5655533004068
,2014-04-22 21:00,529.5637531751945
,2014-04-22 22:00,529.5619872309906
,2014-04-22 23:00,529.5602863939229
,2014-04-23 00:00,529.5586428004033
,2014-04-23 01:00,529.557043118024
,2014-04-23 02:00,529.5555057924008
,2014-04-23 03:00,529.5540131395071
,2014-04-23 04:00,529.5525560151281
,2014-04-23 05:00,529.551123849441
,2014-04-23 06:00,529.5497107077783
,2014-04-23 07:00,529.5483139713102
,2014-04-23 08:00,529.5469325486276
,2014-04-23 09:00,529.5455659554083
,2014-04-23 10:00,529.544223887379
,2014-04-23 11:00,529.5429054501194
,2014-04-23 12:00,529.541614004941
,2014-04-23 13:00,529.5404176255245
,2014-04-23 14:00,529.539425600858
,2014-04-23 15:00,529.5387367167391
,2014-04-23 16:00,529.5384387713704
