@T,table
Created,2019-01-10 16:50
Author,HortonMachine library
@H,timestamp,value_8
ID,,8
Type,Date,Double
Format,yyyy-MM-dd HH:mm,
,2014-04-28 00:00,6536282.080841795
,2014-04-28 01:00,6536498.3561005
,2014-04-28 02:00,6536696.9840102345
,2014-04-28 03:00,6536876.992649376
,2014-04-28 04:00,6537037.597771034
,2014-04-28 05:00,6537198.499627411
,2014-04-28 06:00,6537343.5938589275
,2014-04-28 07:00,6537462.808060542
,2014-04-28 08:00,6537553.929622173
,2014-04-28 09:00,6537624.729132459
,2014-04-28 10:00,6537673.607297853
,2014-04-28 11:00,6537702.432831258
,2014-04-28 12:00,6537714.843138412
,2014-04-28 13:00,6537714.68481338
,2014-04-28 14:00,6537707.8632493615
,2014-04-28 15:00,6537685.599857405
,2014-04-28 16:00,6537647.801379129
,2014-04-28 17:00,6537602.284989983
,2014-04-28 18:00,6537564.471817508
,2014-04-28 19:00,6537535.8875640035
,2014-04-28 20:00,6537505.395354077
,2014-04-28 21:00,6537467.936412841
,2014-04-28 22:00,6537418.650894016
,2014-04-28 23:00,6537359.172217965
,2014-04-29 00:00,6537286.83836484
,2014-04-29 01:00,6537203.023508474
,2014-04-29 02:00,6537107.432818338
,2014-04-29 03:00,6537004.909643024
,2014-04-29 04:00,6536900.907301813
,2014-04-29 05:00,6536857.549037054
,2014-04-29 06:00,6536850.380081147
,2014-04-29 07:00,6536860.073781431
,2014-04-29 08:00,6536864.591032162
,2014-04-29 09:00,6536866.4196974635
,2014-04-29 10:00,6536931.513511613
,2014-04-29 11:00,6537180.186981395
,2014-04-29 12:00,6537682.641555682
,2014-04-29 13:00,6538395.21442315
,2014-04-29 14:00,6539170.430923134
,2014-04-29 15:00,6539909.946066245
,2014-04-29 16:00,6540589.186761573
,2014-04-29 17:00,6541198.227798089
,2014-04-29 18:00,6541741.790571615
,2014-04-29 19:00,6542221.308901578
,2014-04-29 20:00,6542636.680243537
,2014-04-29 21:00,6542991.487930253
,2014-04-29 22:00,6543289.956464216
,2014-04-29 23:00,6543536.640113756
,2014-04-30 00:00,6543739.551570088
,2014-04-30 01:00,6543899.553376943
,2014-04-30 02:00,6544019.046643794
,2014-04-30 03:00,6544100.910300747
,2014-04-30 04:00,6544149.024436906
,2014-04-30 05:00,6544165.455144003
,2014-04-30 06:00,6544152.5506943315
,2014-04-30 07:00,6544112.521630377
,2014-04-30 08:00,6544047.471444234
,2014-04-30 09:00,6543959.591774315
,2014-04-30 10:00,6543850.548459113
,2014-04-30 11:00,6543722.290115923
,2014-04-30 12:00,6543577.419454977
,2014-04-30 13:00,6543416.799678102
,2014-04-30 14:00,6543241.092179701
,2014-04-30 15:00,6543051.366673872
,2014-04-30 16:00,6542852.850046158
,2014-04-30 17:00,6542648.958455011
,2014-04-30 18:00,6542440.005984202
,2014-04-30 19:00,6542223.0931969285
,2014-04-30 20:00,6541997.147793293
,2014-04-30 21:00,6541762.233039513
,2014-04-30 22:00,6541518.873345494
,2014-04-30 23:00,6541267.738955751
,2014-05-01 00:00,6540691.69668898
,2014-05-01 01:00,6540115.52721183
,2014-05-01 02:00,6539539.68856737
,2014-05-01 03:00,6538967.355841264
,2014-05-01 04:00,6538416.513400659
,2014-05-01 05:00,6537940.68085365
,2014-05-01 06:00,6537539.949497461
,2014-05-01 07:00,6537168.66436331
,2014-05-01 08:00,6536816.483033642
,2014-05-01 09:00,6536556.608385652
,2014-05-01 10:00,6536547.253887594
,2014-05-01 11:00,6536735.100251347
,2014-05-01 12:00,6537048.622633353
,2014-05-01 13:00,6537354.826860383
,2014-05-01 14:00,6537612.3522325605
,2014-05-01 15:00,6537811.956691936
,2014-05-01 16:00,6537955.3743843585
,2014-05-01 17:00,6538045.616690084
,2014-05-01 18:00,6538086.732632175
,2014-05-01 19:00,6538082.8374079615
,2014-05-01 20:00,6538037.802070603
,2014-05-01 21:00,6537955.191008076
,2014-05-01 22:00,6537838.267264202
,2014-05-01 23:00,6537690.583343312
,2014-05-02 00:00,6537514.898840591
,2014-05-02 01:00,6537316.534700409
,2014-05-02 02:00,6537096.551544398
,2014-05-02 03:00,6536856.416181549
,2014-05-02 04:00,6536596.485421896
,2014-05-02 05:00,6536318.079181135
,2014-05-02 06:00,6536022.988343656
,2014-05-02 07:00,6535714.074890271
,2014-05-02 08:00,6535391.88729088
,2014-05-02 09:00,6535057.182452917
,2014-05-02 10:00,6534710.932609409
,2014-05-02 11:00,6534354.167191565
,2014-05-02 12:00,6533987.890747964
,2014-05-02 13:00,6533613.052088499
,2014-05-02 14:00,6533230.536249235
,2014-05-02 15:00,6532841.165230557
,2014-05-02 16:00,6532445.733442083
,2014-05-02 17:00,6532044.9237253815
,2014-05-02 18:00,6531639.384183422
,2014-05-02 19:00,6531229.720553741
,2014-05-02 20:00,6530816.494947106
,2014-05-02 21:00,6530400.228026986
,2014-05-02 22:00,6529981.401828274
,2014-05-02 23:00,6529560.462547839
,2014-05-03 00:00,6529137.823159173
,2014-05-03 01:00,6528713.865830094
,2014-05-03 02:00,6528289.105845347
,2014-05-03 03:00,6527877.6407018155
,2014-05-03 04:00,6527561.117210537
,2014-05-03 05:00,6527343.904102102
,2014-05-03 06:00,6527254.962215051
,2014-05-03 07:00,6527405.863959596
,2014-05-03 08:00,6527742.515367433
,2014-05-03 09:00,6528175.410504207
,2014-05-03 10:00,6528592.479395241
,2014-05-03 11:00,6528994.613163665
,2014-05-03 12:00,6529395.327923119
,2014-05-03 13:00,6529784.126231983
,2014-05-03 14:00,6530127.767450139
,2014-05-03 15:00,6530418.212730974
,2014-05-03 16:00,6530666.060492799
,2014-05-03 17:00,6530871.006825671
,2014-05-03 18:00,6531041.694252208
,2014-05-03 19:00,6531181.730559021
,2014-05-03 20:00,6531315.544467807
,2014-05-03 21:00,6531425.758721516
,2014-05-03 22:00,6531512.86569348
,2014-05-03 23:00,6531573.060394242
,2014-05-04 00:00,6531603.707666159
,2014-05-04 01:00,6531605.358872816
,2014-05-04 02:00,6531577.973295689
,2014-05-04 03:00,6531522.486495122
,2014-05-04 04:00,6531443.727144852
,2014-05-04 05:00,6531349.878725469
,2014-05-04 06:00,6531240.023998722
,2014-05-04 07:00,6531114.92332609
,2014-05-04 08:00,6530971.749999747
,2014-05-04 09:00,6530809.89874129
,2014-05-04 10:00,6530630.364741623
,2014-05-04 11:00,6530437.243489146
,2014-05-04 12:00,6530238.48071681
,2014-05-04 13:00,6530032.789624646
,2014-05-04 14:00,6529833.8622612655
,2014-05-04 15:00,6529631.728789866
,2014-05-04 16:00,6529419.894060209
,2014-05-04 17:00,6529196.180413932
,2014-05-04 18:00,6528959.977560461
,2014-05-04 19:00,6528711.972569019
,2014-05-04 20:00,6528452.362500891
,2014-05-04 21:00,6528181.84261018
,2014-05-04 22:00,6527901.258004546
,2014-05-04 23:00,6527611.458948448
,2014-05-05 00:00,6527313.256861225
,2014-05-05 01:00,6527007.412927732
,2014-05-05 02:00,6526694.637148812
,2014-05-05 03:00,6526375.590587735
,2014-05-05 04:00,6526050.888454899
,2014-05-05 05:00,6525721.103275746
,2014-05-05 06:00,6525387.242333323
,2014-05-05 07:00,6525049.439093232
,2014-05-05 08:00,6524709.048268393
,2014-05-05 09:00,6524365.818030149
,2014-05-05 10:00,6524019.848768204
,2014-05-05 11:00,6523671.40377228
,2014-05-05 12:00,6523320.791128844
,2014-05-05 13:00,6522968.320331097
,2014-05-05 14:00,6522614.287991956
,2014-05-05 15:00,6522258.973968998
,2014-05-05 16:00,6521902.640997663
,2014-05-05 17:00,6521545.535417974
,2014-05-05 18:00,6521187.8877943605
,2014-05-05 19:00,6520829.913085952
,2014-05-05 20:00,6520471.811351597
,2014-05-05 21:00,6520113.768617123
,2014-05-05 22:00,6519755.9577498585
,2014-05-05 23:00,6519398.539295122
,2014-05-06 00:00,6519041.662262529
,2014-05-06 01:00,6518685.4648613185
,2014-05-06 02:00,6518330.075186998
,2014-05-06 03:00,6517975.611862138
,2014-05-06 04:00,6517622.184634998
,2014-05-06 05:00,6517269.894938335
,2014-05-06 06:00,6516918.836192265
,2014-05-06 07:00,6516570.925843194
,2014-05-06 08:00,6516224.903170258
,2014-05-06 09:00,6515880.390080556
,2014-05-06 10:00,6515537.331587344
,2014-05-06 11:00,6515195.755364984
,2014-05-06 12:00,6514855.707954869
,2014-05-06 13:00,6514517.237882808
,2014-05-06 14:00,6514180.39144285
,2014-05-06 15:00,6513845.2118848115
,2014-05-06 16:00,6513511.739460379
,2014-05-06 17:00,6513180.011637002
,2014-05-06 18:00,6512850.063035831
,2014-05-06 19:00,6512521.925030321
,2014-05-06 20:00,6512195.625735924
,2014-05-06 21:00,6511871.190143183
,2014-05-06 22:00,6511548.640288547
,2014-05-06 23:00,6511227.995429829
,2014-05-07 00:00,6510909.272215739
,2014-05-07 01:00,6510592.4848469645
,2014-05-07 02:00,6510277.645228058
,2014-05-07 03:00,6509964.763110518
,2014-05-07 04:00,6509653.846227437
,2014-05-07 05:00,6509344.900420159
,2014-05-07 06:00,6509038.409130663
,2014-05-07 07:00,6508734.040614054
,2014-05-07 08:00,6508431.672006562
,2014-05-07 09:00,6508131.26433292
,2014-05-07 10:00,6507832.802171931
,2014-05-07 11:00,6507536.27619189
,2014-05-07 12:00,6507241.678191021
,2014-05-07 13:00,6506948.999844402
,2014-05-07 14:00,6506658.232532665
,2014-05-07 15:00,6506369.367403209
,2014-05-07 16:00,6506082.395487145
,2014-05-07 17:00,6505797.307760641
,2014-05-07 18:00,6505514.0950175375
,2014-05-07 19:00,6505232.747503161
,2014-05-07 20:00,6504953.254813537
,2014-05-07 21:00,6504675.605896071
,2014-05-07 22:00,6504399.789080501
,2014-05-07 23:00,6504125.792117968
,2014-05-08 00:00,6503853.602221027
,2014-05-08 01:00,6503583.2061023265
,2014-05-08 02:00,6503314.590011358
,2014-05-08 03:00,6503047.739769161
,2014-05-08 04:00,6502782.6408010125
,2014-05-08 05:00,6502519.278167158
,2014-05-08 06:00,6502257.63648431
,2014-05-08 07:00,6501997.69939664
,2014-05-08 08:00,6501739.449617639
,2014-05-08 09:00,6501482.86907281
,2014-05-08 10:00,6501227.9391018
,2014-05-08 11:00,6500974.640664458
,2014-05-08 12:00,6500722.954544589
,2014-05-08 13:00,6500472.90372768
,2014-05-08 14:00,6500224.447507545
,2014-05-08 15:00,6499979.358186439
,2014-05-08 16:00,6499752.59957847
,2014-05-08 17:00,6499548.319200262
,2014-05-08 18:00,6499362.928964406
,2014-05-08 19:00,6499186.938049063
,2014-05-08 20:00,6499013.839344531
,2014-05-08 21:00,6498841.166088745
,2014-05-08 22:00,6498668.050068408
,2014-05-08 23:00,6498494.222640842
,2014-05-09 00:00,6498319.624102205
,2014-05-09 01:00,6498144.2815273255
